"temperature","humidity","stem_size","cell_number","ring_width"
26.8547922357333,29.9907076226849,63.3491258537547,220.126800500332,1214.37408707182
17.1765091430196,53.3377719743357,41.3072823612456,228.166041708168,1198.52686200644
21.8156420566867,61.7132512735879,50.554869546651,239.101644105804,1225.2538647416
23.1643130248052,70.595392422993,50.4906691319192,242.316238641806,1223.35822410892
22.021341615705,36.2313840175948,44.216442716391,192.907605420442,1163.38293504622
19.4693774195426,38.4914443437289,40.01261344004,213.103412822317,1190.09733851168
27.5576099871947,42.9417860523988,49.975672199934,208.748309949825,1168.62509308731
19.5267048079345,39.4594421792281,56.5551188281297,225.107226550762,1173.85673471415
30.0921185693852,43.5425627685751,64.7684227897655,238.866553407604,1216.74181868633
19.6864295047379,48.146220323235,30.9084721172079,208.962239469259,1183.29345543708
26.5243482711174,37.9877794926001,42.9756052668759,193.890429195963,1160.12292712708
31.4332269635055,70.3697216698315,46.8856978198808,263.443936623814,1239.63665863936
13.0556964944383,51.0777474488555,33.3684296933262,232.538485896694,1215.30069149397
18.6060561659131,49.1589189949442,42.4946655820771,220.562472282776,1192.1992337085
19.3333933180317,54.9561964160459,42.2264824081849,205.688694550263,1189.56078622547
23.1797519903504,50.3741518611797,42.774303001404,216.322904666414,1182.78632037088
18.5787353929196,48.6791196304409,28.1116540085293,208.280973159754,1182.97252056749
6.71772289547612,64.767874235521,52.1341855028655,235.211597263707,1183.27994124588
7.7976653571224,47.829697899079,43.6807706374517,197.57183712406,1178.61218046403
26.600566728651,37.1639779590777,65.2049119383216,253.7180953626,1221.34176439528
18.4668070296076,53.856678904434,57.9595594941508,204.713974257522,1202.69626398003
11.0934578301,46.4848712647091,35.464704348672,208.07999504531,1185.27419535332
19.1404132212019,44.7820390664373,50.9839542100584,210.704647476899,1194.43855482763
26.073373495863,39.3186879931283,44.0622901576685,210.874785501985,1210.70244889062
29.4759673063248,54.2836590326669,58.8828116863451,227.021797698608,1181.799851707
17.847654341969,48.2598176557301,50.5307041549867,228.623232470837,1201.26958807699
18.7136530861554,55.1566772864803,44.4297637415534,211.518740746294,1178.72056538795
11.1841845740261,47.6563472269408,54.3839703617272,194.820172107351,1179.99419142745
22.3004867741564,43.4149657417823,51.5260815864242,220.807860742762,1179.87021511168
16.8000256201994,62.5023660407872,48.3538241825044,226.577925015203,1194.88963410211
22.2772506162061,47.282362848886,70.1989062147597,228.903919201351,1191.65996640369
23.5241866861441,59.479519958752,44.7061411368274,239.366269530681,1212.95984744376
25.1755176098496,37.9841756989106,45.2921302701596,212.830216747747,1194.57613780494
16.9553681229639,45.338839036245,34.5406307598248,223.81923780159,1204.57524397138
22.5247756164899,47.3064860484682,49.5947327670482,207.599589369394,1183.41410785887
11.4149566046333,46.0903459186914,58.9035630547068,199.083549706806,1184.51050124345
16.0777049581025,63.4870701199171,29.2861214907079,222.03880619186,1215.24661075599
15.7454620291174,49.7723529870159,47.4993487992698,215.702764726262,1195.20613489083
7.92896175026684,52.4422585110345,38.1834957334668,214.633209718051,1182.59979836868
