"temperature","humidity","stem_size","cell_number","ring_width"
26.8547922357333,29.9907076226849,63.3491258537547,144.233985220785,1125.53140888777
17.1765091430196,53.3377719743357,41.3072823612456,158.523026823046,1143.91734185563
21.8156420566867,61.7132512735879,50.554869546651,171.761381132418,1153.7637651478
23.1643130248052,70.595392422993,50.4906691319192,179.185605218414,1155.7794435986
22.021341615705,36.2313840175948,44.216442716391,143.299571211411,1102.39462457301
19.4693774195426,38.4914443437289,40.01261344004,154.189004877076,1125.37887794251
27.5576099871947,42.9417860523988,49.975672199934,148.284637155217,1106.18225651397
19.5267048079345,39.4594421792281,56.5551188281297,151.508399457125,1120.61323320203
30.0921185693852,43.5425627685751,64.7684227897655,156.349731203187,1135.85718813605
19.6864295047379,48.146220323235,30.9084721172079,144.679294735151,1131.00357008221
26.5243482711174,37.9877794926001,42.9756052668759,142.280632967874,1099.28474099355
31.4332269635055,70.3697216698315,46.8856978198808,182.668254223868,1179.28369342386
13.0556964944383,51.0777474488555,33.3684296933262,162.424426664175,1153.95508289207
18.6060561659131,49.1589189949442,42.4946655820771,155.578860449408,1135.08746115206
19.3333933180317,54.9561964160459,42.2264824081849,165.085595759904,1120.53166195017
23.1797519903504,50.3741518611797,42.774303001404,163.036469951525,1119.46995873215
18.5787353929196,48.6791196304409,28.1116540085293,150.533207629297,1134.69637183326
6.71772289547612,64.767874235521,52.1341855028655,161.958282597195,1123.7628438593
7.7976653571224,47.829697899079,43.6807706374517,146.266647932408,1110.39505233289
26.600566728651,37.1639779590777,65.2049119383216,152.044632213431,1151.54896688502
18.4668070296076,53.856678904434,57.9595594941508,162.864354918785,1116.61856885364
11.0934578301,46.4848712647091,35.464704348672,149.799923234049,1125.58713472804
19.1404132212019,44.7820390664373,50.9839542100584,148.005087646496,1123.16269225967
26.073373495863,39.3186879931283,44.0622901576685,154.289767620877,1136.14730575485
29.4759673063248,54.2836590326669,58.8828116863451,162.546861300966,1116.63695225444
17.847654341969,48.2598176557301,50.5307041549867,156.040069648618,1133.05863629068
18.7136530861554,55.1566772864803,44.4297637415534,156.932738381686,1118.94387957917
11.1841845740261,47.6563472269408,54.3839703617272,149.333118661866,1103.36294025088
22.3004867741564,43.4149657417823,51.5260815864242,154.412357238733,1123.12792330292
16.8000256201994,62.5023660407872,48.3538241825044,162.08997588048,1135.32268086288
22.2772506162061,47.282362848886,70.1989062147597,157.975253860639,1117.73106229931
23.5241866861441,59.479519958752,44.7061411368274,169.274746444052,1151.72873850305
25.1755176098496,37.9841756989106,45.2921302701596,149.374254696221,1126.14439987161
